condition,action,log_cum_rewards_mean,highest_levels_mean,epi_probs_mean,recover_rate_mean,n,log_cum_rewards_ci_lo,log_cum_rewards_ci_hi,highest_levels_ci_lo,highest_levels_ci_hi,epi_probs_ci_lo,epi_probs_ci_hi,recover_rate_ci_lo,recover_rate_ci_hi
hard,16,9.914979843435683,4.81,0.49433333333333335,0.5235,100,9.126714532075786,10.70324515479558,4.6863678378610505,4.933632162138949,0.4889093191402905,0.4997573475263762,0.5175139014764949,0.529486098523505
hard,17,10.267299079190392,4.85,0.49304166666666666,0.5329583333333333,100,9.555875876533433,10.978722281847352,4.733877633332746,4.966122366667253,0.4869967338771433,0.49908659945619,0.5266185301985444,0.5392981364681222
hard,18,10.619628309948432,4.91,0.488125,0.534375,100,10.002173018098658,11.237083601798206,4.830738570909842,4.989261429090158,0.48118430389038885,0.4950656961096111,0.5276622617302205,0.5410877382697796
hard,19,10.850006312563032,4.91,0.48341666666666666,0.5355,100,10.309362724315303,11.390649900810761,4.830738570909842,4.989261429090158,0.4773874402522745,0.48944589308105885,0.5297963346496545,0.5412036653503455
hard,20,10.870832712889829,4.92,0.4850833333333333,0.5425,100,10.328698560105025,11.412966865674633,4.853606182592812,4.986393817407188,0.47862343841839783,0.4915432282482688,0.5368229487112077,0.5481770512887922
hard,21,10.871261711083951,4.92,0.48975,0.53625,100,10.329107706229568,11.413415715938335,4.853606182592812,4.986393817407188,0.4841344909624468,0.4953655090375532,0.5303147836661759,0.5421852163338241
hard,22,10.885245147960346,4.94,0.47862499999999997,0.5432916666666666,100,10.342112900515634,11.428377395405057,4.878838660127909,5.001161339872092,0.4714445463227437,0.48580545367725625,0.536907600460968,0.5496757328723653
hard,23,11.122607595249406,4.96,0.4805833333333333,0.542,100,10.6735107494169,11.571704441081911,4.912395840942246,5.007604159057754,0.4746654860949239,0.4865011805717427,0.5358856727104068,0.5481143272895933
hard,24,11.2517192868255,4.98,0.4815,0.5460833333333334,100,10.859429482118081,11.644009091532919,4.9408,5.0192000000000005,0.4748630133235286,0.4881369866764714,0.5394083911548258,0.552758275511841
hard,25,11.502896701510231,4.99,0.4830833333333333,0.5455,100,11.270030330301983,11.735763072718479,4.970400000000001,5.0096,0.4770509344530036,0.489115732213663,0.5396032962659594,0.5513967037340406
