condition,action,log_cum_rewards_mean,highest_levels_mean,epi_probs_mean,recover_rate_mean,n,log_cum_rewards_ci_lo,log_cum_rewards_ci_hi,highest_levels_ci_lo,highest_levels_ci_hi,epi_probs_ci_lo,epi_probs_ci_hi,recover_rate_ci_lo,recover_rate_ci_hi
simple,21,11.968314531881221,4.966666666666667,0.20055555555555554,0.9905555555555555,60,11.688527383366155,12.248101680396287,4.9013333333333335,5.032,0.19275353307939205,0.20835757803171903,0.9761676607458978,1.0049434503652133
simple,22,12.038743886330007,4.983333333333333,0.2,1.0,60,11.755041604589705,12.322446168070309,4.950666666666667,5.016,0.2,0.2,1.0,1.0
simple,23,12.162086129330797,4.983333333333333,0.2,1.0,60,12.017887917977415,12.30628434068418,4.950666666666667,5.016,0.2,0.2,1.0,1.0
simple,24,12.250652189881901,4.983333333333333,0.1996527777777778,0.9890972222222222,60,12.108426844148516,12.392877535615286,4.950666666666667,5.016,0.19371308782856136,0.20559246772699422,0.9735449093245586,1.0046495351198859
simple,25,12.298741134127281,4.983333333333333,0.2,1.0,60,12.1585601760063,12.438922092248262,4.950666666666667,5.016,0.2,0.2,1.0,1.0
simple,26,12.34306898667271,4.983333333333333,0.2,1.0,60,12.203521353698376,12.482616619647045,4.950666666666667,5.016,0.2,0.2,1.0,1.0
simple,27,12.389120676395114,4.983333333333333,0.2,1.0,60,12.252431386320444,12.525809966469785,4.950666666666667,5.016,0.2,0.2,1.0,1.0
simple,28,12.432715834788173,4.983333333333333,0.2,1.0,60,12.293580258009834,12.571851411566511,4.950666666666667,5.016,0.2,0.2,1.0,1.0
simple,29,12.478566878802008,4.983333333333333,0.2,1.0,60,12.33689196063404,12.620241796969976,4.950666666666667,5.016,0.2,0.2,1.0,1.0
simple,30,12.535906731795166,4.983333333333333,0.2,1.0,60,12.396008030600665,12.675805432989666,4.950666666666667,5.016,0.2,0.2,1.0,1.0
simple,31,12.557035854946802,4.983333333333333,0.2,1.0,60,12.416157485846142,12.697914224047462,4.950666666666667,5.016,0.2,0.2,1.0,1.0
simple,32,12.591810560353553,4.983333333333333,0.2,1.0,60,12.457850470611293,12.725770650095813,4.950666666666667,5.016,0.2,0.2,1.0,1.0
simple,33,12.61197979912696,5.0,0.2,1.0,60,12.479806155339238,12.744153442914682,5.0,5.0,0.2,0.2,1.0,1.0
simple,34,12.650431943669917,5.0,0.2,1.0,60,12.569056414266937,12.731807473072896,5.0,5.0,0.2,0.2,1.0,1.0
simple,35,12.672745542125778,5.0,0.2,1.0,60,12.59900485511038,12.746486229141176,5.0,5.0,0.2,0.2,1.0,1.0
simple,36,12.672746644851248,5.0,0.2,1.0,60,12.59900597503022,12.746487314672276,5.0,5.0,0.2,0.2,1.0,1.0
simple,37,12.672747949596888,5.0,0.2,1.0,60,12.599007328412345,12.74648857078143,5.0,5.0,0.2,0.2,1.0,1.0
simple,38,12.673443867807864,5.0,0.2,1.0,60,12.599863757101208,12.74702397851452,5.0,5.0,0.2,0.2,1.0,1.0
simple,39,12.673444058201264,5.0,0.2,1.0,60,12.599864076920193,12.747024039482335,5.0,5.0,0.2,0.2,1.0,1.0
